mode,date,TZname_on,TZcode_on,TZname_off,TZcode_off,count
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Central Station,146,179
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Kensington Public School,613,47
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Kingsford,621,58
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Kingsford_Town Centre,609,47
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Prince of Wales Hospital,659,94
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Rawson St and Pitt St,145,246
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Scruffy Murphys,130,608
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Strawberry Hills_Elizabeth St and Belvoir St,201,148
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Sydney CBD_10 Bond St and 20 Bond St,40,196
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Sydney CBD_Circular Quay_Gateway Quayside,31,341
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Sydney CBD_Galeries Victoria,96,189
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Sydney CBD_Hunter Connection,58,176
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Sydney Cricket Ground,565,106
light_rail,20201118,Sydney CBD_Galeries Victoria,96,Town Hall Station,104,95
light_rail,20201118,Sydney CBD_Galeries Victoria,96,University of NSW,615,55
light_rail,20201118,Sydney CBD_Hunter Connection,58,,,177
light_rail,20201118,Sydney CBD_Hunter Connection,58,Central Station,146,104
light_rail,20201118,Sydney CBD_Hunter Connection,58,Kensington Public School,613,58
light_rail,20201118,Sydney CBD_Hunter Connection,58,Kingsford,621,70
light_rail,20201118,Sydney CBD_Hunter Connection,58,Kokoda Memorial Park,611,36
light_rail,20201118,Sydney CBD_Hunter Connection,58,Prince of Wales Hospital,659,95
light_rail,20201118,Sydney CBD_Hunter Connection,58,Randwick Plaza,657,36
light_rail,20201118,Sydney CBD_Hunter Connection,58,Rawson St and Pitt St,145,156
light_rail,20201118,Sydney CBD_Hunter Connection,58,Scruffy Murphys,130,605
light_rail,20201118,Sydney CBD_Hunter Connection,58,Strawberry Hills_Elizabeth St and Belvoir St,201,150
light_rail,20201118,Sydney CBD_Hunter Connection,58,Sydney CBD_Circular Quay_Gateway Quayside,31,276
light_rail,20201118,Sydney CBD_Hunter Connection,58,Sydney CBD_Galeries Victoria,96,236
light_rail,20201118,Sydney CBD_Hunter Connection,58,Sydney CBD_Hunter Connection,58,170
light_rail,20201118,Sydney CBD_Hunter Connection,58,Sydney Cricket Ground,565,73
light_rail,20201118,Sydney CBD_Hunter Connection,58,Town Hall Station,104,331
light_rail,20201118,Sydney Cricket Ground,565,,,170
light_rail,20201118,Sydney Cricket Ground,565,Central Station,146,791
light_rail,20201118,Sydney Cricket Ground,565,Prince of Wales Hospital,659,53
light_rail,20201118,Sydney Cricket Ground,565,Rawson St and Pitt St,145,48
light_rail,20201118,Sydney Cricket Ground,565,Scruffy Murphys,130,74
light_rail,20201118,Sydney Cricket Ground,565,Strawberry Hills_Elizabeth St and Belvoir St,201,92
light_rail,20201118,Sydney Cricket Ground,565,Sydney CBD_Circular Quay_Gateway Quayside,31,52
light_rail,20201118,Sydney Cricket Ground,565,Sydney CBD_Galeries Victoria,96,63
light_rail,20201118,Sydney Cricket Ground,565,Sydney CBD_Hunter Connection,58,61
light_rail,20201118,Sydney Cricket Ground,565,Town Hall Station,104,119
light_rail,20201118,Town Hall Station,104,,,215
light_rail,20201118,Town Hall Station,104,Central Station,146,152
light_rail,20201118,Town Hall Station,104,Kensington Public School,613,46
light_rail,20201118,Town Hall Station,104,Kingsford,621,57
light_rail,20201118,Town Hall Station,104,Kingsford_Town Centre,609,88
light_rail,20201118,Town Hall Station,104,Kokoda Memorial Park,611,51
light_rail,20201118,Town Hall Station,104,Prince of Wales Hospital,659,111
light_rail,20201118,Town Hall Station,104,Randwick Plaza,657,73
light_rail,20201118,Town Hall Station,104,Rawson St and Pitt St,145,192
light_rail,20201118,Town Hall Station,104,Scruffy Murphys,130,449
light_rail,20201118,Town Hall Station,104,Strawberry Hills_Elizabeth St and Belvoir St,201,180
light_rail,20201118,Town Hall Station,104,Sydney CBD_10 Bond St and 20 Bond St,40,197
light_rail,20201118,Town Hall Station,104,Sydney CBD_Circular Quay_Gateway Quayside,31,339
light_rail,20201118,Town Hall Station,104,Sydney CBD_Galeries Victoria,96,51
light_rail,20201118,Town Hall Station,104,Sydney CBD_Hunter Connection,58,295
light_rail,20201118,Town Hall Station,104,Sydney Cricket Ground,565,100
light_rail,20201118,Town Hall Station,104,Town Hall Station,104,228
light_rail,20201118,Town Hall Station,104,University of NSW,615,72
light_rail,20201118,University of NSW,615,,,56
light_rail,20201118,University of NSW,615,Central Station,146,498
light_rail,20201118,University of NSW,615,Rawson St and Pitt St,145,54
light_rail,20201118,University of NSW,615,Scruffy Murphys,130,89
light_rail,20201118,University of NSW,615,Strawberry Hills_Elizabeth St and Belvoir St,201,42
light_rail,20201118,University of NSW,615,Sydney CBD_Galeries Victoria,96,51
light_rail,20201118,University of NSW,615,Sydney CBD_Hunter Connection,58,45
light_rail,20201118,University of NSW,615,Town Hall Station,104,106
light_rail,20201118,University of NSW,615,University of NSW,615,62
light_rail,20201118,Wentworth Park,228,Central Square MLR Stop,138,37
light_rail,20201118,Wentworth Park,228,Central Station,146,64
light_rail,20201118,Wentworth Park,228,City Star Casino,187,54
light_rail,20201118,Wentworth Park MLR,156,Central Square MLR Stop,138,43
light_rail,20201118,Wentworth Park MLR,156,Central Station,146,60
light_rail,20201118,Wentworth Park MLR,156,Dulwich Hill Station_North,944,45
light_rail,20201119,Centennial Park,527,Central Station,146,134
light_rail,20201119,Centennial Park,527,Prince of Wales Hospital,659,38
light_rail,20201119,Central Square MLR Stop,138,,,35
light_rail,20201119,Central Square MLR Stop,138,Central Station,146,298
light_rail,20201119,Central Square MLR Stop,138,City Star Casino,187,205
light_rail,20201119,Central Square MLR Stop,138,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,56
light_rail,20201119,Central Square MLR Stop,138,Dulwich Hill Pigott St,941,46
light_rail,20201119,Central Square MLR Stop,138,Exhibition Centre_Darling Harbour,108,43
light_rail,20201119,Central Square MLR Stop,138,Fish Markets MLR,153,81
light_rail,20201119,Central Square MLR Stop,138,Harold Park_Jubilee Park_Glebe,227,91
light_rail,20201119,Central Square MLR Stop,138,John St Square MLR,152,53
light_rail,20201119,Central Square MLR Stop,138,Leichhardt Darley Rd,814,50
light_rail,20201119,Central Station,146,,,651
light_rail,20201119,Central Station,146,Centennial Park,527,125
light_rail,20201119,Central Station,146,Central Square MLR Stop,138,227
light_rail,20201119,Central Station,146,Central Station,146,261
light_rail,20201119,Central Station,146,City Star Casino,187,936
light_rail,20201119,Central Station,146,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,296
light_rail,20201119,Central Station,146,Entertainment Centre,125,336
light_rail,20201119,Central Station,146,Exhibition Centre_Darling Harbour,108,206
light_rail,20201119,Central Station,146,Fish Markets MLR,153,270
light_rail,20201119,Central Station,146,Harold Park_Jubilee Park_Glebe,227,132
light_rail,20201119,Central Station,146,John St Square MLR,152,273
light_rail,20201119,Central Station,146,Kensington Public School,613,168
light_rail,20201119,Central Station,146,Kingsford,621,139
light_rail,20201119,Central Station,146,Kingsford_Town Centre,609,196
light_rail,20201119,Central Station,146,Kokoda Memorial Park,611,101
light_rail,20201119,Central Station,146,Leichhardt Darley Rd,814,60
light_rail,20201119,Central Station,146,Lilyfield_War Memorial Pk,835,50
light_rail,20201119,Central Station,146,Prince of Wales Hospital,659,821
light_rail,20201119,Central Station,146,Randwick Plaza,657,504
light_rail,20201119,Central Station,146,Randwick Racecourse,656,85
light_rail,20201119,Central Station,146,Rawson St and Pitt St,145,51
light_rail,20201119,Central Station,146,Rozelle Bay MLR,812,47
light_rail,20201119,Central Station,146,Scruffy Murphys,130,237
light_rail,20201119,Central Station,146,Strawberry Hills_Elizabeth St and Belvoir St,201,409
light_rail,20201119,Central Station,146,Sydney CBD_10 Bond St and 20 Bond St,40,56
light_rail,20201119,Central Station,146,Sydney CBD_Circular Quay_Gateway Quayside,31,71
light_rail,20201119,Central Station,146,Sydney CBD_Galeries Victoria,96,171
light_rail,20201119,Central Station,146,Sydney CBD_Hunter Connection,58,110
light_rail,20201119,Central Station,146,Sydney Cricket Ground,565,1172
light_rail,20201119,Central Station,146,Town Hall Station,104,223
light_rail,20201119,Central Station,146,University of NSW,615,473
light_rail,20201119,Central Station,146,Wentworth Park,228,89
light_rail,20201119,Central Station,146,Wentworth Park MLR,156,82
light_rail,20201119,City Star Casino,187,,,106
light_rail,20201119,City Star Casino,187,Central Square MLR Stop,138,199
light_rail,20201119,City Star Casino,187,Central Station,146,816
light_rail,20201119,City Star Casino,187,City Star Casino,187,51
light_rail,20201119,City Star Casino,187,Dulwich Hill Pigott St,941,61
light_rail,20201119,City Star Casino,187,Dulwich Hill Station_North,944,85
light_rail,20201119,City Star Casino,187,Entertainment Centre,125,133
light_rail,20201119,City Star Casino,187,Harold Park_Jubilee Park_Glebe,227,107
light_rail,20201119,City Star Casino,187,Leichhardt Darley Rd,814,87
light_rail,20201119,City Star Casino,187,Lilyfield_War Memorial Pk,835,50
light_rail,20201119,City Star Casino,187,Rozelle Bay MLR,812,50
light_rail,20201119,City Star Casino,187,Wentworth Park,228,36
light_rail,20201119,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,Central Square MLR Stop,138,77
light_rail,20201119,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,Central Station,146,258
light_rail,20201119,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,Entertainment Centre,125,42
light_rail,20201119,Dulwich Hill Pigott St,941,Central Square MLR Stop,138,43
light_rail,20201119,Dulwich Hill Pigott St,941,City Star Casino,187,64
light_rail,20201119,Dulwich Hill Pigott St,941,Dulwich Hill Station_North,944,80
light_rail,20201119,Dulwich Hill Pigott St,941,Harold Park_Jubilee Park_Glebe,227,39
light_rail,20201119,Dulwich Hill Station_North,944,,,66
light_rail,20201119,Dulwich Hill Station_North,944,City Star Casino,187,109
light_rail,20201119,Dulwich Hill Station_North,944,Dulwich Hill Pigott St,941,64
light_rail,20201119,Dulwich Hill Station_North,944,Dulwich Hill Station_North,944,80
light_rail,20201119,Dulwich Hill Station_North,944,Fish Markets MLR,153,66
light_rail,20201119,Dulwich Hill Station_North,944,Harold Park_Jubilee Park_Glebe,227,53
light_rail,20201119,Dulwich Hill Station_North,944,John St Square MLR,152,43
light_rail,20201119,Dulwich Hill Station_North,944,Leichhardt Darley Rd,814,60
light_rail,20201119,Dulwich Hill Station_North,944,Leichhardt_Foster St and Walter St,816,56
light_rail,20201119,Dulwich Hill Station_North,944,Lewisham Station_South,939,37
light_rail,20201119,Dulwich Hill Station_North,944,Wentworth Park,228,43
light_rail,20201119,Dulwich Hill Station_North,944,Wentworth Park MLR,156,37
light_rail,20201119,Entertainment Centre,125,Central Station,146,404
light_rail,20201119,Entertainment Centre,125,City Star Casino,187,146
light_rail,20201119,Entertainment Centre,125,"Darling Harbour_Novotel, Grand Mercure, Ibis",88,51
light_rail,20201119,Entertainment Centre,125,Dulwich Hill Station_North,944,39
light_rail,20201119,Entertainment Centre,125,Fish Markets MLR,153,61
light_rail,20201119,Entertainment Centre,125,Harold Park_Jubilee Park_Glebe,227,63
light_rail,20201119,Entertainment Centre,125,John St Square MLR,152,43
light_rail,20201119,Exhibition Centre_Darling Harbour,108,Central Square MLR Stop,138,41
light_rail,20201119,Exhibition Centre_Darling Harbour,108,Central Station,146,198
light_rail,20201119,Fish Markets MLR,153,Central Square MLR Stop,138,87
light_rail,20201119,Fish Markets MLR,153,Central Station,146,253
light_rail,20201119,Fish Markets MLR,153,Dulwich Hill Station_North,944,47
light_rail,20201119,Fish Markets MLR,153,Entertainment Centre,125,64
light_rail,20201119,Hamilton East,6317,,,57
light_rail,20201119,Hamilton East,6317,Newcastle CBD_Eastern End_Newcastle Station,6352,76
light_rail,20201119,Hamilton East,6317,Newcastle CBD_Western End_Civic Station,6351,239
light_rail,20201119,Hamilton East,6317,Newcastle East,6350,139
light_rail,20201119,Hamilton East,6317,Newcastle Honeysuckle Drive,6357,133
light_rail,20201119,Hamilton East,6317,Newcastle_Queens Wharf,6358,129
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,,,77
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,Central Square MLR Stop,138,64
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,Central Station,146,86
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,City Star Casino,187,116
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,Dulwich Hill Station_North,944,44
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,Entertainment Centre,125,58
light_rail,20201119,Harold Park_Jubilee Park_Glebe,227,Lewisham Station_South,939,44
light_rail,20201119,John St Square MLR,152,Central Square MLR Stop,138,50
light_rail,20201119,John St Square MLR,152,Central Station,146,242
light_rail,20201119,John St Square MLR,152,Dulwich Hill Station_North,944,36
light_rail,20201119,John St Square MLR,152,Entertainment Centre,125,45
light_rail,20201119,Kensington Public School,613,,,40
light_rail,20201119,Kensington Public School,613,Central Station,146,176
light_rail,20201119,Kensington Public School,613,Scruffy Murphys,130,59
light_rail,20201119,Kensington Public School,613,Sydney CBD_Galeries Victoria,96,50
light_rail,20201119,Kensington Public School,613,Sydney CBD_Hunter Connection,58,57
light_rail,20201119,Kensington Public School,613,Town Hall Station,104,53
light_rail,20201119,Kingsford,621,,,47
light_rail,20201119,Kingsford,621,Central Station,146,135
light_rail,20201119,Kingsford,621,Scruffy Murphys,130,58
light_rail,20201119,Kingsford,621,Sydney CBD_Circular Quay_Gateway Quayside,31,38
light_rail,20201119,Kingsford,621,Sydney CBD_Galeries Victoria,96,77
light_rail,20201119,Kingsford,621,Sydney CBD_Hunter Connection,58,66
light_rail,20201119,Kingsford,621,Town Hall Station,104,64
light_rail,20201119,Kingsford_Town Centre,609,,,35
light_rail,20201119,Kingsford_Town Centre,609,Central Station,146,235
light_rail,20201119,Kingsford_Town Centre,609,Kensington Public School,613,39
light_rail,20201119,Kingsford_Town Centre,609,Rawson St and Pitt St,145,52
light_rail,20201119,Kingsford_Town Centre,609,Scruffy Murphys,130,60
light_rail,20201119,Kingsford_Town Centre,609,Sydney CBD_Galeries Victoria,96,47
light_rail,20201119,Kingsford_Town Centre,609,Town Hall Station,104,80
light_rail,20201119,Kokoda Memorial Park,611,Central Station,146,124
light_rail,20201119,Kokoda Memorial Park,611,Sydney CBD_Galeries Victoria,96,48
light_rail,20201119,Kokoda Memorial Park,611,Sydney CBD_Hunter Connection,58,39
light_rail,20201119,Kokoda Memorial Park,611,Town Hall Station,104,47
light_rail,20201119,Leichhardt Darley Rd,814,,,36
light_rail,20201119,Leichhardt Darley Rd,814,Central Square MLR Stop,138,36
light_rail,20201119,Leichhardt Darley Rd,814,Central Station,146,56
light_rail,20201119,Leichhardt Darley Rd,814,City Star Casino,187,82
light_rail,20201119,Leichhardt Darley Rd,814,Dulwich Hill Station_North,944,48
light_rail,20201119,Leichhardt Darley Rd,814,Lewisham Station_South,939,46
light_rail,20201119,Leichhardt_Foster St and Walter St,816,Dulwich Hill Station_North,944,43
light_rail,20201119,Lewisham Station_South,939,Dulwich Hill Station_North,944,54
light_rail,20201119,Lewisham Station_South,939,Harold Park_Jubilee Park_Glebe,227,42
light_rail,20201119,Lewisham Station_South,939,Leichhardt Darley Rd,814,44
light_rail,20201119,Lilyfield_War Memorial Pk,835,Central Station,146,53
light_rail,20201119,Lilyfield_War Memorial Pk,835,City Star Casino,187,44
light_rail,20201119,Newcastle CBD_Eastern End_Newcastle Station,6352,Hamilton East,6317,71
light_rail,20201119,Newcastle CBD_Western End_Civic Station,6351,Hamilton East,6317,197
light_rail,20201119,Newcastle CBD_Western End_Civic Station,6351,Newcastle East,6350,72
light_rail,20201119,Newcastle CBD_Western End_Civic Station,6351,Newcastle_Queens Wharf,6358,61
light_rail,20201119,Newcastle East,6350,Hamilton East,6317,95
light_rail,20201119,Newcastle East,6350,Newcastle CBD_Western End_Civic Station,6351,57
light_rail,20201119,Newcastle East,6350,Newcastle Honeysuckle Drive,6357,74
light_rail,20201119,Newcastle Honeysuckle Drive,6357,,,39
light_rail,20201119,Newcastle Honeysuckle Drive,6357,Hamilton East,6317,102
light_rail,20201119,Newcastle Honeysuckle Drive,6357,Newcastle CBD_Eastern End_Newcastle Station,6352,42
light_rail,20201119,Newcastle Honeysuckle Drive,6357,Newcastle East,6350,77
light_rail,20201119,Newcastle Honeysuckle Drive,6357,Newcastle_Queens Wharf,6358,78
light_rail,20201119,Newcastle_Queens Wharf,6358,Hamilton East,6317,141
light_rail,20201119,Newcastle_Queens Wharf,6358,Newcastle CBD_Western End_Civic Station,6351,54
light_rail,20201119,Newcastle_Queens Wharf,6358,Newcastle Honeysuckle Drive,6357,118
light_rail,20201119,Prince of Wales Hospital,659,,,93
light_rail,20201119,Prince of Wales Hospital,659,Centennial Park,527,47
light_rail,20201119,Prince of Wales Hospital,659,Central Station,146,754
light_rail,20201119,Prince of Wales Hospital,659,Prince of Wales Hospital,659,57
light_rail,20201119,Prince of Wales Hospital,659,Randwick Plaza,657,41
light_rail,20201119,Prince of Wales Hospital,659,Rawson St and Pitt St,145,76
light_rail,20201119,Prince of Wales Hospital,659,Scruffy Murphys,130,99
light_rail,20201119,Prince of Wales Hospital,659,Strawberry Hills_Elizabeth St and Belvoir St,201,78
light_rail,20201119,Prince of Wales Hospital,659,Sydney CBD_Circular Quay_Gateway Quayside,31,50
light_rail,20201119,Prince of Wales Hospital,659,Sydney CBD_Galeries Victoria,96,94
light_rail,20201119,Prince of Wales Hospital,659,Sydney CBD_Hunter Connection,58,73
light_rail,20201119,Prince of Wales Hospital,659,Sydney Cricket Ground,565,39
light_rail,20201119,Prince of Wales Hospital,659,Town Hall Station,104,133
light_rail,20201119,Randwick Plaza,657,,,40
light_rail,20201119,Randwick Plaza,657,Central Station,146,473
light_rail,20201119,Randwick Plaza,657,Randwick Plaza,657,39
light_rail,20201119,Randwick Plaza,657,Rawson St and Pitt St,145,47
light_rail,20201119,Randwick Plaza,657,Scruffy Murphys,130,45
light_rail,20201119,Randwick Plaza,657,Strawberry Hills_Elizabeth St and Belvoir St,201,52
light_rail,20201119,Randwick Plaza,657,Sydney CBD_Galeries Victoria,96,42
light_rail,20201119,Randwick Plaza,657,Sydney CBD_Hunter Connection,58,48
light_rail,20201119,Randwick Plaza,657,Town Hall Station,104,82
light_rail,20201119,Randwick Racecourse,656,Central Station,146,98
light_rail,20201119,Rawson St and Pitt St,145,,,114
light_rail,20201119,Rawson St and Pitt St,145,Central Station,146,51
light_rail,20201119,Rawson St and Pitt St,145,Kensington Public School,613,46
light_rail,20201119,Rawson St and Pitt St,145,Kingsford,621,43
light_rail,20201119,Rawson St and Pitt St,145,Kingsford_Town Centre,609,54
light_rail,20201119,Rawson St and Pitt St,145,Prince of Wales Hospital,659,94
light_rail,20201119,Rawson St and Pitt St,145,Randwick Plaza,657,65
light_rail,20201119,Rawson St and Pitt St,145,Rawson St and Pitt St,145,100
light_rail,20201119,Rawson St and Pitt St,145,Scruffy Murphys,130,74
light_rail,20201119,Rawson St and Pitt St,145,Strawberry Hills_Elizabeth St and Belvoir St,201,92
light_rail,20201119,Rawson St and Pitt St,145,Sydney CBD_10 Bond St and 20 Bond St,40,84
light_rail,20201119,Rawson St and Pitt St,145,Sydney CBD_Circular Quay_Gateway Quayside,31,112
light_rail,20201119,Rawson St and Pitt St,145,Sydney CBD_Galeries Victoria,96,228
light_rail,20201119,Rawson St and Pitt St,145,Sydney CBD_Hunter Connection,58,194
light_rail,20201119,Rawson St and Pitt St,145,Sydney Cricket Ground,565,86
light_rail,20201119,Rawson St and Pitt St,145,Town Hall Station,104,239
light_rail,20201119,Rawson St and Pitt St,145,University of NSW,615,62
light_rail,20201119,Rozelle Bay MLR,812,Central Station,146,43
light_rail,20201119,Rozelle Bay MLR,812,City Star Casino,187,41
light_rail,20201119,Scruffy Murphys,130,,,265
light_rail,20201119,Scruffy Murphys,130,Central Station,146,315
light_rail,20201119,Scruffy Murphys,130,Kensington Public School,613,76
light_rail,20201119,Scruffy Murphys,130,Kingsford,621,85
light_rail,20201119,Scruffy Murphys,130,Kingsford_Town Centre,609,87
light_rail,20201119,Scruffy Murphys,130,Kokoda Memorial Park,611,46
light_rail,20201119,Scruffy Murphys,130,Prince of Wales Hospital,659,115
light_rail,20201119,Scruffy Murphys,130,Randwick Plaza,657,45
light_rail,20201119,Scruffy Murphys,130,Rawson St and Pitt St,145,78
light_rail,20201119,Scruffy Murphys,130,Scruffy Murphys,130,290
light_rail,20201119,Scruffy Murphys,130,Strawberry Hills_Elizabeth St and Belvoir St,201,160
light_rail,20201119,Scruffy Murphys,130,Sydney CBD_10 Bond St and 20 Bond St,40,252
light_rail,20201119,Scruffy Murphys,130,Sydney CBD_Circular Quay_Gateway Quayside,31,379
light_rail,20201119,Scruffy Murphys,130,Sydney CBD_Galeries Victoria,96,666
light_rail,20201119,Scruffy Murphys,130,Sydney CBD_Hunter Connection,58,745
light_rail,20201119,Scruffy Murphys,130,Sydney Cricket Ground,565,65
light_rail,20201119,Scruffy Murphys,130,Town Hall Station,104,595
light_rail,20201119,Scruffy Murphys,130,University of NSW,615,72
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,,,125
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Central Station,146,307
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Prince of Wales Hospital,659,86
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Rawson St and Pitt St,145,43
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Scruffy Murphys,130,109
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Sydney CBD_10 Bond St and 20 Bond St,40,69
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Sydney CBD_Circular Quay_Gateway Quayside,31,63
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Sydney CBD_Galeries Victoria,96,136
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Sydney CBD_Hunter Connection,58,153
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Sydney Cricket Ground,565,50
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,Town Hall Station,104,155
light_rail,20201119,Strawberry Hills_Elizabeth St and Belvoir St,201,University of NSW,615,38
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,,,100
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Central Station,146,58
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Prince of Wales Hospital,659,51
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Rawson St and Pitt St,145,98
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Scruffy Murphys,130,369
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Strawberry Hills_Elizabeth St and Belvoir St,201,73
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Sydney CBD_10 Bond St and 20 Bond St,40,110
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Sydney CBD_Circular Quay_Gateway Quayside,31,81
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Sydney CBD_Galeries Victoria,96,293
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Sydney CBD_Hunter Connection,58,46
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Sydney Cricket Ground,565,57
light_rail,20201119,Sydney CBD_10 Bond St and 20 Bond St,40,Town Hall Station,104,287
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,,,214
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Central Station,146,104
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Kingsford,621,36
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Prince of Wales Hospital,659,70
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Rawson St and Pitt St,145,86
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Scruffy Murphys,130,364
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Strawberry Hills_Elizabeth St and Belvoir St,201,88
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Sydney CBD_10 Bond St and 20 Bond St,40,111
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Sydney CBD_Circular Quay_Gateway Quayside,31,167
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Sydney CBD_Galeries Victoria,96,647
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Sydney CBD_Hunter Connection,58,344
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Sydney Cricket Ground,565,52
light_rail,20201119,Sydney CBD_Circular Quay_Gateway Quayside,31,Town Hall Station,104,378
light_rail,20201119,Sydney CBD_Galeries Victoria,96,,,176
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Central Station,146,190
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Kensington Public School,613,48
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Kingsford,621,89
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Kingsford_Town Centre,609,71
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Kokoda Memorial Park,611,50
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Prince of Wales Hospital,659,116
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Randwick Plaza,657,57
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Rawson St and Pitt St,145,250
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Scruffy Murphys,130,817
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Strawberry Hills_Elizabeth St and Belvoir St,201,208
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Sydney CBD_10 Bond St and 20 Bond St,40,171
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Sydney CBD_Circular Quay_Gateway Quayside,31,388
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Sydney CBD_Galeries Victoria,96,162
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Sydney CBD_Hunter Connection,58,159
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Sydney Cricket Ground,565,97
light_rail,20201119,Sydney CBD_Galeries Victoria,96,Town Hall Station,104,91
light_rail,20201119,Sydney CBD_Galeries Victoria,96,University of NSW,615,55
light_rail,20201119,Sydney CBD_Hunter Connection,58,,,170
light_rail,20201119,Sydney CBD_Hunter Connection,58,Central Station,146,123
light_rail,20201119,Sydney CBD_Hunter Connection,58,Kensington Public School,613,56
light_rail,20201119,Sydney CBD_Hunter Connection,58,Kingsford,621,71
light_rail,20201119,Sydney CBD_Hunter Connection,58,Prince of Wales Hospital,659,110
light_rail,20201119,Sydney CBD_Hunter Connection,58,Randwick Plaza,657,53
light_rail,20201119,Sydney CBD_Hunter Connection,58,Rawson St and Pitt St,145,147
light_rail,20201119,Sydney CBD_Hunter Connection,58,Scruffy Murphys,130,651
light_rail,20201119,Sydney CBD_Hunter Connection,58,Strawberry Hills_Elizabeth St and Belvoir St,201,168
light_rail,20201119,Sydney CBD_Hunter Connection,58,Sydney CBD_Circular Quay_Gateway Quayside,31,302
light_rail,20201119,Sydney CBD_Hunter Connection,58,Sydney CBD_Galeries Victoria,96,200
