mode,date,TZname_on,TZcode_on,TZname_off,TZcode_off,count
bus,20200825,Condell Park_Jocarm Av and Dalton Av,2336,Bankstown Station_South,2307,42
bus,20200825,Connells Point,2659,Hurstville_Empress Res,2653,46
bus,20200825,Constitution Hill,1079,Parramatta Station_South,1059,53
bus,20200825,Coogee,602,Bondi Junction Station,517,50
bus,20200825,Coogee,602,News Ltd,198,50
bus,20200825,Coogee,602,Sydney CBD_Chifley Square_Chifley Tower,52,42
bus,20200825,Coogee Beach,604,,,38
bus,20200825,Coogee Beach,604,Bathurst St and Elizabeth St,116,70
bus,20200825,Coogee Beach,604,Bondi Junction Station,517,178
bus,20200825,Coogee Beach,604,Coogee Beach,604,56
bus,20200825,Coogee Beach,604,News Ltd,198,38
bus,20200825,Coogee Beach,604,Prince Alfred Park,200,101
bus,20200825,Coogee Beach,604,Randwick Plaza,657,174
bus,20200825,Coogee Beach,604,St Pauls,660,74
bus,20200825,Coogee Beach,604,Sydney CBD_Savings Bank Building,60,38
bus,20200825,Coogee Beach,604,University of NSW,615,42
bus,20200825,Coogee_Mount St and Dudley St,605,Bathurst St and Elizabeth St,116,44
bus,20200825,Coogee_Mount St and Dudley St,605,Darlinghurst_Little Oxford St and Crown St,184,37
bus,20200825,Coogee_Mount St and Dudley St,605,Prince Alfred Park,200,60
bus,20200825,Coogee_Mount St and Dudley St,605,Randwick Plaza,657,108
bus,20200825,Coogee_Mount St and Dudley St,605,Sydney CBD_Chifley Square_Chifley Tower,52,49
bus,20200825,Coogee_Mount St and Dudley St,605,Sydney CBD_Colonial Centre_Goodsell Building,61,41
bus,20200825,Coogee Palace Shopping Centre,603,News Ltd,198,50
bus,20200825,Coogee Palace Shopping Centre,603,Sydney CBD_Chifley Square_Chifley Tower,52,45
bus,20200825,Coogee Palace Shopping Centre,603,Sydney CBD_Colonial Centre_Goodsell Building,61,39
bus,20200825,Coogee St,658,Bondi Junction Station,517,61
bus,20200825,Coogee_Wylies Baths,606,Bondi Junction Station,517,51
bus,20200825,Coogee_Wylies Baths,606,Randwick Plaza,657,36
bus,20200825,Coolabah Shopping Centre,1260,,,40
bus,20200825,Coolabah Shopping Centre,1260,Parramatta Station_South,1059,216
bus,20200825,Coral Sea Park,646,Stocklands Mall Maroubra,637,50
bus,20200825,Cordeaux Heights,5905,Dapto Station,5717,38
bus,20200825,Cordeaux Heights,5905,The Illawarra Hospital,5625,50
bus,20200825,Corpus Christi Cathedral_Catholic St Ives,1733,Gordon Station_West,1704,52
bus,20200825,Corrimal Station_West,5613,Wollongong CBD _Wollongong Station_East,5647,45
bus,20200825,Cranebrook_Pensax Rd and Sherringham Rd,4918,Penrith_TAFE NSW,4988,48
bus,20200825,Cremorne Ferry Wharf,1907,Cremorne Ferry Wharf,1907,54
bus,20200825,Cremorne Ferry Wharf,1907,Neutral Bay Village Shopping Centre,1905,76
bus,20200825,Crest Sporting Complex,2324,Bankstown RSL Club,2298,42
bus,20200825,Crestwood High School,4519,Crestwood High School,4519,35
bus,20200825,Cronulla High School,2915,,,62
bus,20200825,Cronulla Station and Ferry Wharf,2919,,,90
bus,20200825,Cronulla Station and Ferry Wharf,2919,Cronulla High School,2915,62
bus,20200825,Cronulla Station and Ferry Wharf,2919,Sydney Desalination Plant,2895,41
bus,20200825,Crows Nest,1912,,,43
bus,20200825,Crows Nest,1912,Big Bear Shopping Centre,1940,121
bus,20200825,Crows Nest,1912,Willoughby_Edward St and Artarmon Rd,1853,40
bus,20200825,Croydon_Byron St and Bay St,912,Burwood Station_North,895,70
bus,20200825,Croydon Park_Beaufort St and Kater Pl,934,Ashfield Station_South,904,98
bus,20200825,Croydon Park_Beaufort St and Kater Pl,934,Burwood Plaza,915,37
bus,20200825,Croydon Park_Portland St and Georges River Rd,935,Ashfield Station_South,904,41
bus,20200825,Croydon Park_Portland St and Georges River Rd,935,Burwood Plaza,915,62
bus,20200825,Croydon_Wesley Private Hospital,933,Ashfield Station_South,904,77
bus,20200825,CSIRO Marsfield,1538,Epping Station_West,1407,46
bus,20200825,Cumberland High School,1107,Epping Station_West,1407,47
bus,20200825,Curl Curl,2147,Sydney CBD_The York Apartment Hotel,46,50
bus,20200825,Curl Curl,2147,Warringah Mall,2145,55
bus,20200825,Curran High School,3282,Glenfield Station_North,3277,38
bus,20200825,Currans Hill Primary School,3122,Campbelltown Town Centre_Campbelltown Station,3215,39
bus,20200825,Dapto Public School,5736,Dapto Public School,5736,59
bus,20200825,Dapto Public School,5736,Horsley,5734,43
bus,20200825,Dapto Station,5717,Dapto Public School,5736,57
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,Bathurst St and Elizabeth St,116,91
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,Sydney CBD_83 Clarence St,55,50
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,Sydney CBD_Defence Plaza,105,44
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,Sydney CBD_McKell Building,143,36
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,Sydney CBD_Savings Bank Building,60,81
bus,20200825,Darlinghurst_Little Oxford St and Crown St,184,University of Sydney_Main Camperdown Campus,236,46
bus,20200825,Darling Island_Pyremont Park,186,Centenary Square and George,72,167
bus,20200825,Darling Island_Pyremont Park,186,Darling Island_Pyremont Park,186,37
bus,20200825,Darling Island_Pyremont Park,186,St James Station,107,36
bus,20200825,Darling Mills State Forest North Rocks,1031,,,48
bus,20200825,Darling Mills State Forest North Rocks,1031,King St and George St,83,74
bus,20200825,Darling Mills State Forest North Rocks,1031,Sydney CBD_Wynyard Station_George St,57,112
bus,20200825,Darlington,239,Newtown Station_North,247,94
bus,20200825,Dean Park Shopping Centre,4008,Blacktown Station_North,4105,121
bus,20200825,Dee Why Beach,2114,Brookvale Industrial Area,2144,48
bus,20200825,Dee Why_Fisher Rd and Pittwater Rd,2115,,,37
bus,20200825,Dee Why_Fisher Rd and Pittwater Rd,2115,Curl Curl,2147,39
bus,20200825,Dee Why_Fisher Rd and Pittwater Rd,2115,Dee Why Headland,2118,49
bus,20200825,Dee Why Headland,2118,Dee Why Plaza,2107,61
bus,20200825,Dee Why Headland,2118,Sydney CBD_Wynyard Station_George St,57,36
bus,20200825,Dee Why Plaza,2107,,,306
bus,20200825,Dee Why Plaza,2107,Big Bear Shopping Centre,1940,92
bus,20200825,Dee Why Plaza,2107,Brookvale Industrial Area,2144,519
bus,20200825,Dee Why Plaza,2107,Collaroy,2166,92
bus,20200825,Dee Why Plaza,2107,Cromer_Carawa Rd and Alfred St,2110,53
bus,20200825,Dee Why Plaza,2107,Dee Why Plaza,2107,79
bus,20200825,Dee Why Plaza,2107,Dee Why Primary School,2113,64
bus,20200825,Dee Why Plaza,2107,Governor Phillip Lookout,2102,48
bus,20200825,Dee Why Plaza,2107,Long Reef Beach,2167,67
bus,20200825,Dee Why Plaza,2107,Mackellar Girls High School,2157,100
bus,20200825,Dee Why Plaza,2107,Mosman Pk,1927,84
bus,20200825,Dee Why Plaza,2107,Naraweena Public School,2103,104
bus,20200825,Dee Why Plaza,2107,Narrabeen Beach,2161,90
bus,20200825,Dee Why Plaza,2107,South Narrabeen Surf Lifesaving Club,2164,50
bus,20200825,Dee Why Plaza,2107,Sydney CBD_Wynyard Station_George St,57,933
bus,20200825,Dee Why Plaza,2107,The Corso,2215,58
bus,20200825,Dee Why Plaza,2107,The Forest High School,2140,40
bus,20200825,Dee Why Plaza,2107,Village Shopping Centre,2028,171
bus,20200825,Dee Why Plaza,2107,Warriewood_Bertana Cres and Ellimatta Rd,2025,40
bus,20200825,Dee Why Plaza,2107,Warriewood Square Shopping Centre,2034,130
bus,20200825,Dee Why Plaza,2107,Westfield Chatswood_Chatswood Station_East,1805,59
bus,20200825,Dee Why Primary School,2113,Brookvale Industrial Area,2144,63
bus,20200825,Dee Why Primary School,2113,Dee Why Plaza,2107,53
bus,20200825,Dee Why Primary School,2113,Sydney CBD_Wynyard Station_George St,57,44
bus,20200825,Dellwood Shopping Centre,1252,Granville Station_South,1224,101
bus,20200825,Dellwood Shopping Centre,1252,Parramatta Station_South,1059,55
bus,20200825,Delmar Private Hospital Dee Why,2117,,,68
bus,20200825,Denham Court_Denham Court Rd and Springmead Drive,3243,Leppington_Bringelly Rd and Eastwood Rd,3655,45
bus,20200825,Diamond Bay,548,Bondi Junction CBD,518,87
bus,20200825,Diamond Bay,548,Bondi Junction Station,517,78
bus,20200825,Dolls Hospital Bexley,2717,Rockdale,2764,51
bus,20200825,Doonside High School,4132,Doonside Station_North,4134,52
bus,20200825,Doonside Station_North,4134,Doonside High School,4132,49
bus,20200825,Doonside Station_North,4134,Doonside Station_North,4134,40
bus,20200825,Doonside Station_South,4136,Blacktown Station_North,4105,41
bus,20200825,Doonside Station_South,4136,Westpoint Centre_Blacktown Station_South,4107,85
bus,20200825,Dover Heights,551,Bondi Junction CBD,518,49
bus,20200825,Dover Heights High School,550,Bondi Junction CBD,518,147
bus,20200825,Dover Heights High School,550,Bondi Junction Station,517,174
bus,20200825,Dover Heights_Portland St and Lancaster Rd,549,Bondi Junction CBD,518,63
bus,20200825,Dover Heights_Portland St and Lancaster Rd,549,Bondi Junction Station,517,66
bus,20200825,Druitt St and Kent St,102,,,49
bus,20200825,Druitt St and Kent St,102,Birkenhead Wharf and Shopping Centre,725,234
bus,20200825,Druitt St and Kent St,102,Drummoyne Boys High School,727,43
bus,20200825,Druitt St and Kent St,102,Drummoyne Wharf,723,122
bus,20200825,Druitt St and Kent St,102,Gladesville_Morrison Rd and Ross St,1520,84
bus,20200825,Druitt St and Kent St,102,Rozelle_Easton Pk,831,346
bus,20200825,Druitt St and Kent St,102,Top Ryde Shopping Centre,1571,79
bus,20200825,Drummoyne,724,Sydney CBD_Galeries Victoria,96,43
bus,20200825,Drummoyne Wharf,723,,,58
bus,20200825,Drummoyne Wharf,723,Gladesville_Morrison Rd and Ross St,1520,57
bus,20200825,Drummoyne Wharf,723,Market St and Kent St,92,88
bus,20200825,Drummoyne Wharf,723,Rozelle Public School,826,61
bus,20200825,Drummoyne Wharf,723,Sydney CBD_Galeries Victoria,96,229
bus,20200825,Dulwich High School,942,Marrickville High School,304,110
bus,20200825,Dulwich High School,942,Sydenham Station_East,331,60
bus,20200825,Dulwich Hill Pigott St,941,Petersham Station_South,321,43
bus,20200825,Dundas,1116,Parramatta Station_South,1059,57
bus,20200825,Dundas_Macquarie Boys High School,1119,Parramatta Station_South,1059,51
bus,20200825,Dundas Valley,1128,Eastwood Station,1506,40
bus,20200825,Dundas Valley_Valley Rd and Skenes Av,1502,Eastwood Station,1506,61
bus,20200825,Dunheved High School,5015,St Marys Station_South_East,5011,57
bus,20200825,Earlwood_Turrella Reserve,2520,Marrickville_McNeilly Park,315,46
bus,20200825,Eastgardens Shopping Centre,423,,,94
bus,20200825,Eastgardens Shopping Centre,423,Bathurst St and Elizabeth St,116,41
bus,20200825,Eastgardens Shopping Centre,423,Bondi Junction Station,517,128
bus,20200825,Eastgardens Shopping Centre,423,Eastgardens Shopping Centre,423,42
bus,20200825,Eastgardens Shopping Centre,423,Heffron Park,645,61
bus,20200825,Eastgardens Shopping Centre,423,Kingsford,621,73
bus,20200825,Eastgardens Shopping Centre,423,Kingsford_Town Centre,609,150
bus,20200825,Eastgardens Shopping Centre,423,Mascot_Public School,414,195
bus,20200825,Eastgardens Shopping Centre,423,Mascot_Qantas HO,410,225
bus,20200825,Eastgardens Shopping Centre,423,Matraville,625,83
bus,20200825,Eastgardens Shopping Centre,423,Matraville High School,629,39
bus,20200825,Eastgardens Shopping Centre,423,Randwick Plaza,657,102
bus,20200825,Eastgardens Shopping Centre,423,Rockdale Station,2766,55
bus,20200825,Eastgardens Shopping Centre,423,Stocklands Mall Maroubra,637,258
bus,20200825,Eastgardens Shopping Centre,423,University of NSW,615,37
bus,20200825,East Gosford,5338,Erina Fair,5323,57
bus,20200825,East Hills Station,2373,,,40
bus,20200825,East Killara Shopping Centre,1702,,,136
bus,20200825,East Killara Shopping Centre,1702,Killara Station_East,1705,46
bus,20200825,East Killara Shopping Centre,1702,Lindfield Station_East,1711,79
bus,20200825,Eastlakes Shopping Centre,413,Mascot Station,411,40
bus,20200825,Eastlakes Shopping Centre,413,Prince Alfred Park,200,97
bus,20200825,Eastlakes Shopping Centre,413,The Lakes Golf Course,417,56
bus,20200825,Eastwood,1503,Macquarie Centre,1539,41
bus,20200825,Eastwood_Oakes Av and O'Keefe Cr,1505,Eastwood Station,1506,44
bus,20200825,Eastwood Station,1506,,,44
bus,20200825,Eastwood Station,1506,Brush Farm House Eastwood,1508,107
bus,20200825,Eastwood Station,1506,Dundas Valley,1128,57
bus,20200825,Eastwood Station,1506,Eastwood,1503,83
bus,20200825,Eastwood Station,1506,Macquarie Centre,1539,78
bus,20200825,Eastwood Station,1506,Macquarie Uni Station,1536,54
bus,20200825,Eastwood Station,1506,Marsfield,1540,80
bus,20200825,Eastwood Station,1506,Telopea Station,1131,40
bus,20200825,Eastwood Station,1506,Top Ryde Shopping Centre,1571,36
bus,20200825,Edensor Park Public School,3450,,,65
bus,20200825,Edensor Park Public School,3450,Fairfield Station_West,3456,36
bus,20200825,Edensor Park Public School,3450,Parramatta Station_South,1059,86
bus,20200825,Edensor Park Public School,3450,Prairievale Primary School,3410,53
bus,20200825,Edgecliff_Manning Rd and Court Rd,541,Edgecliff Station,539,312
bus,20200825,Edgecliff Station,539,,,39
bus,20200825,Edgecliff Station,539,Bellevue Hill_Drumalbyn Rd and Beresford Rd,540,37
bus,20200825,Edgecliff Station,539,Double Bay Plaza,536,145
bus,20200825,Edgecliff Station,539,Nielsen Park,572,64
bus,20200825,Edgecliff Station,539,Parsley Bay,571,108
bus,20200825,Edgecliff Station,539,Rose Bay Ferry Wharf,574,199
bus,20200825,Edgecliff Station,539,Rose Bay Towns Rd,573,38
bus,20200825,Edgecliff Station,539,Shillings Beach Point Piper,532,204
bus,20200825,Edgecliff Station,539,The Scots College,533,89
bus,20200825,Edgecliff Station,539,Vaucluse_Lighthouse Reserve Dunbar_Head,575,43
bus,20200825,Edgecliff Station,539,Watsons Bay Ferry Wharf,570,59
bus,20200825,Elderslie High School,3117,,,58
bus,20200825,Elizabeth Farmhouse Rosehill,1061,Parramatta Station_South,1059,62
bus,20200825,Elizabeth Macarthur High School,3125,,,51
bus,20200825,Elizabeth Macarthur High School,3125,Campbelltown Town Centre_Campbelltown Station,3215,44
bus,20200825,Elizabeth Macarthur High School,3125,Narellan Town Centre,3114,36
bus,20200825,Emerton Village Shopping Centre,4003,Westfield_Mt Druitt Station_North,4037,56
bus,20200825,Engadine_Kingswood Rd and Geneva Pl,2801,Engadine Station,2807,57
bus,20200825,Engadine Station,2807,,,75
bus,20200825,Engadine Station,2807,Engadine_Kingswood Rd and Geneva Pl,2801,36
bus,20200825,Engadine_Wollybutt Rd and Achilles Rd,2805,Engadine Station,2807,35
bus,20200825,Enmore_Perry St and Cowper St,300,Newtown_Rawson St and Reiby St,248,185
bus,20200825,Enmore_Perry St and Cowper St,300,Royal Prince Alfred Medical Centre,242,83
bus,20200825,Enmore_Perry St and Cowper St,300,Sydney TAFE,144,37
bus,20200825,Enterprise Park,1517,Enterprise Park,1517,39
bus,20200825,Enterprise Park,1517,Hunters Hill_Park Rd and High St,1525,37
bus,20200825,Enterprise Park,1517,Market St and Kent St,92,37
bus,20200825,Enterprise Park,1517,Sydney CBD_Galeries Victoria,96,89
bus,20200825,Epping Boys High School,1534,,,36
bus,20200825,Epping Boys High School,1534,Macquarie Centre,1539,86
bus,20200825,Epping Boys High School,1534,Macquarie Uni Station,1536,59
bus,20200825,Epping Boys High School,1534,Sydney CBD_Metcentre,47,55
bus,20200825,Epping_Kent St and Ray Rd,1403,Epping Station_West,1407,39
bus,20200825,Epping_Ryde St and Willoughby St,1410,Eastwood Station,1506,46
bus,20200825,Epping_Ryde St and Willoughby St,1410,Epping Station_West,1407,87
bus,20200825,Epping Station_East,1406,,,52
bus,20200825,Epping Station_East,1406,Epping Boys High School,1534,84
bus,20200825,Epping Station_East,1406,Macquarie Uni Station,1536,89
bus,20200825,Epping Station_East,1406,North Epping,1401,53
bus,20200825,Epping Station_East,1406,North Epping_Norfolk Rd and Malton Rd,1400,66
bus,20200825,Epping Station_West,1407,,,136
bus,20200825,Epping Station_West,1407,Carlingford,1103,60
bus,20200825,Epping Station_West,1407,Carlingford Court,1105,167
bus,20200825,Epping Station_West,1407,Carlingford High School,1102,77
bus,20200825,Epping Station_West,1407,Carlingford_Marshall Rd and Kenny Pl,1108,83
bus,20200825,Epping Station_West,1407,Epping Boys High School,1534,46
bus,20200825,Epping Station_West,1407,Epping_Kent St and Bridge St,1409,36
bus,20200825,Epping Station_West,1407,Epping_Kent St and Ray Rd,1403,61
bus,20200825,Epping Station_West,1407,Epping_Ryde St and Willoughby St,1410,95
bus,20200825,Epping Station_West,1407,Epping West Primary School,1405,97
bus,20200825,Epping Station_West,1407,Macquarie Uni Station,1536,42
bus,20200825,Epping Station_West,1407,Parramatta Station_South,1059,41
bus,20200825,Epping West Primary School,1405,Epping Station_West,1407,40
bus,20200825,Erina Fair,5323,,,59
bus,20200825,Erina Fair,5323,Central Coast Stadium,5328,40
bus,20200825,Erina Fair,5323,Erina Fair,5323,81
bus,20200825,Erina Fair,5323,Gosford Station_East,5334,143
bus,20200825,Erina Fair,5323,St Josephs Girls School,5339,53
bus,20200825,Erina Fair,5323,Terrigal Beach,5377,36
bus,20200825,Erina High School,5325,Gosford Station_East,5334,56
bus,20200825,Ermington,1118,West Ryde Station_West,1583,60
bus,20200825,Ermington_Cowells Lane Reserve,1115,West Ryde Station_West,1583,44
bus,20200825,Ermington_River Rd and Lindsay Ave,1124,Parramatta Station_South,1059,84
bus,20200825,Ettalong Markets Ettalong Beach,5383,Woy Woy Station,5397,93
bus,20200825,Evans High School,4124,,,58
bus,20200825,Evans High School,4124,Blacktown Station_North,4105,162
bus,20200825,Evans High School,4124,Westpoint Centre_Blacktown Station_South,4107,71
bus,20200825,Everglades Golf Course,5399,Woy Woy Station,5397,72
bus,20200825,Experiment St,155,Centenary Square and George,72,155
bus,20200825,Experiment St,155,St James Station,107,55
bus,20200825,Fairfield East Industrial Area,1211,Parramatta Station_South,1059,53
bus,20200825,Fairfield Heights,3464,Fairfield High School,3454,38
bus,20200825,Fairfield Heights,3464,Fairfield Station_West,3456,163
bus,20200825,Fairfield Hospital _ Stockland Shopping Centre,3471,Fairfield Station_West,3456,58
bus,20200825,Fairfield Station_West,3456,,,177
bus,20200825,Fairfield Station_West,3456,Fairfield East,1212,71
bus,20200825,Fairfield Station_West,3456,Fairfield Heights,3464,294
bus,20200825,Fairfield Station_West,3456,Fairfield_Horsley Dr and Brenan St,3453,57
bus,20200825,Fairfield Station_West,3456,Fairfield Hospital _ Stockland Shopping Centre,3471,93
bus,20200825,Fairfield Station_West,3456,Fairfield Station_West,3456,47
bus,20200825,Fairfield Station_West,3456,Fairfield_West King Rd and Thorney Rd,3467,109
bus,20200825,Fairfield Station_West,3456,Fairvale High School,3468,133
bus,20200825,Fairfield Station_West,3456,Greenfield Shopping Centre,3473,41
bus,20200825,Fairfield Station_West,3456,Guildford West,1263,37
bus,20200825,Fairfield Station_West,3456,Justin Centre,3488,92
bus,20200825,Fairfield Station_West,3456,Prairievale Primary School,3410,106
bus,20200825,Fairfield Station_West,3456,Smithfield_Smithfield Rd and The Horsley Dr,3492,61
bus,20200825,Fairfield Station_West,3456,Smithfield_The Boulevarde and Alexander St,3494,72
bus,20200825,Fairfield Station_West,3456,Smithfield West Primary School,3491,90
bus,20200825,Fairfield Station_West,3456,Villawood,2318,50
bus,20200825,Fairfield Station_West,3456,Villawood Station,1213,36
bus,20200825,Fairfield Station_West,3456,Wakeley,3497,44
bus,20200825,Fairfield Station_West,3456,Westfields High School,3463,73
bus,20200825,Fairfield Station_West,3456,Wetherill Park Industrial Area_Western,3504,36
bus,20200825,Fairfield Station_West,3456,Wetherill Park TAFE _ Wetherill Park Shopping Centre,3489,88
bus,20200825,Fairfield West,3465,Fairfield Station_West,3456,54
bus,20200825,Fairfield West_The Boulevarde and Stella St,3466,Fairfield Station_West,3456,48
bus,20200825,Fairlight,2213,Sydney CBD_Wynyard Station_George St,57,38
bus,20200825,Fairy Meadow,5605,Fernhill,5602,39
bus,20200825,Fairy Meadow,5605,South Bulli Colliery Cataract,5610,38
bus,20200825,Fairy Meadow,5605,Wollongong CBD _Wollongong Station_East,5647,39
bus,20200825,Fassifern Station,6228,Toronto,6230,53
bus,20200825,Figtree_East,5622,Wollongong CBD _Wollongong Station_East,5647,59
bus,20200825,Fisheries Department Sans Souci,2774,Kogarah Station_East,2736,170
bus,20200825,Fisheries Department Sans Souci,2774,Rockdale Station,2766,37
bus,20200825,Fish Markets MLR,153,Rozelle_Easton Pk,831,49
bus,20200825,Five Dock _Great N Rd and Queens Rd,744,,,40
bus,20200825,Five Dock _Great N Rd and Queens Rd,744,Burwood Station_North,895,46
bus,20200825,Five Dock_Gt North Rd and Second Ave,736,Burwood Station_North,895,67
bus,20200825,Five Dock Public School,738,Abbotsford Public School,733,59
bus,20200825,Five Ways Paddington,557,Bondi Junction_Waverley Library,525,58
bus,20200825,Five Ways Paddington,557,Town Hall Station,104,76
bus,20200825,Flinders,5831,Warilla High School,5851,42
bus,20200825,Florence Cotton Park,1632,Turramurra High School,1745,43
bus,20200825,Forest Lodge_Arundel St and Short St,231,,,43
bus,20200825,Forest Lodge_Arundel St and Short St,231,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,109
bus,20200825,Forest Lodge_Arundel St and Short St,231,Glebe_Mitchell St and Westmoreland St,232,78
bus,20200825,Forest Lodge_Arundel St and Short St,231,St James Station,107,41
bus,20200825,Forest Lodge_Arundel St and Short St,231,Sydney CBD_Belmore Park,134,72
bus,20200825,Forest Lodge_Arundel St and Short St,231,Sydney CBD_Downing Centre,121,36
bus,20200825,Forest Lodge_Arundel St and Short St,231,Sydney CBD_Savings Bank Building,60,41
bus,20200825,Forest Lodge_Arundel St and Short St,231,Sydney TAFE,144,486
bus,20200825,Forest Lodge_Arundel St and Short St,231,UTS_Ultimo_West,159,74
bus,20200825,Forest Lodge Public School,230,Sydney CBD_Savings Bank Building,60,46
bus,20200825,Forest Lodge Public School,230,Sydney TAFE,144,68
bus,20200825,Forestridge Business Park,2139,Westfield Chatswood_Chatswood Station_East,1805,110
bus,20200825,Forestville,2123,,,70
bus,20200825,Forestville,2123,Forestway Shopping Centre,2138,65
bus,20200825,Forestville Shopping Centre,2125,,,117
bus,20200825,Forestville Shopping Centre,2125,Forestville Shopping Centre,2125,49
bus,20200825,Forestville Shopping Centre,2125,Killarney Heights High School,2126,71
bus,20200825,Forestville Shopping Centre,2125,King St and George St,83,122
bus,20200825,Forestville Shopping Centre,2125,Sydney CBD_Wynyard Station_George St,57,199
bus,20200825,Forestville Shopping Centre,2125,Westfield Chatswood_Chatswood Station_East,1805,185
bus,20200825,Forestway Shopping Centre,2138,,,125
bus,20200825,Forestway Shopping Centre,2138,Frenchs Forest_Kens Road Reserve,2133,45
bus,20200825,Forestway Shopping Centre,2138,King St and George St,83,49
bus,20200825,Forestway Shopping Centre,2138,Sydney CBD_Wynyard Station_George St,57,92
bus,20200825,Forestway Shopping Centre,2138,Westfield Chatswood_Chatswood Station_East,1805,77
bus,20200825,Fox Valley Village,1755,Thornleigh Station_East,1645,39
bus,20200825,Fox Valley Village,1755,Turramurra Station_East,1742,67
bus,20200825,Frenchs Forest_Kens Road Reserve,2133,,,41
bus,20200825,Frenchs Forest_Kens Road Reserve,2133,Sydney CBD_Wynyard Station_George St,57,70
bus,20200825,Frenchs Forest_McCleod House,2153,Westfield Chatswood_Chatswood Station_East,1805,43
bus,20200825,Frenchs Forest_Wakehurst Parkway West,2128,,,39
bus,20200825,Frenchs Forest_Wakehurst Parkway West,2128,Dee Why_Fisher Rd and Pittwater Rd,2115,44
bus,20200825,Freshwater,2149,Sydney CBD_The York Apartment Hotel,46,39
bus,20200825,Galston Gorge Hornsby Heights,1603,Hornsby Station,1625,44
bus,20200825,Galston Village Shopping Centre,4317,,,95
bus,20200825,Garden Island,163,Town Hall Station,104,77
bus,20200825,Georges Hall,2325,Bankstown RSL Club,2298,46
bus,20200825,Gladesville,1519,Market St and Kent St,92,74
bus,20200825,Gladesville,1519,Rozelle Public School,826,47
bus,20200825,Gladesville,1519,Sydney CBD_Galeries Victoria,96,184
bus,20200825,Gladesville_Morrison Rd and Ross St,1520,St Charles Primary School,1577,37
bus,20200825,Gladesville_Morrison Rd and Ross St,1520,Top Ryde Shopping Centre,1571,94
bus,20200825,Gladstone Park,806,Gladstone Park,806,80
bus,20200825,Gladstone Park,806,Queen Victoria Building,95,51
bus,20200825,Gladstone Park,806,Rozelle Public School,826,38
bus,20200825,Gladstone Park,806,Westpac Building,82,182
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,,,71
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Broadway Shopping Centre_Glebe_Mountain St and Small St,158,57
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Forest Lodge Public School,230,56
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Glebe_Mitchell St and Westmoreland St,232,62
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Glebe_Wigram Rd and Glebe Point Rd,229,166
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Harold Park_Jubilee Park_Glebe,227,50
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Sydney CBD_Belmore Park,134,48
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Sydney CBD_Savings Bank Building,60,40
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,Sydney TAFE,144,387
bus,20200825,Glebe_Mitchell St and Westmoreland St,232,UTS_Ultimo_West,159,46
bus,20200825,Glebe_Wigram Rd and Glebe Point Rd,229,Sydney TAFE,144,64
bus,20200825,Glendenning Public School,4009,Blacktown Station_North,4105,74
bus,20200825,Glenfield Station_North,3277,Glenfield Station_North,3277,110
bus,20200825,Glenfield Station_South,3279,Macquarie Fields Station_East,3281,99
bus,20200825,Glenmore Park_Lady Jamison Dr and Stein Pl,4933,Penrith CBD_Penrith Station_South,4979,50
bus,20200825,Glenwood,3902,,,36
bus,20200825,Glenwood,3902,King St and George St,83,42
bus,20200825,Glenwood,3902,Parramatta Station_South,1059,75
bus,20200825,Glenwood,3902,Sydney CBD_Wynyard Station_George St,57,67
bus,20200825,Glenwood_Glenwood Park Dr and Malvern Rd,3901,Blacktown Station_North,4105,131
bus,20200825,Glenwood_Northwest Bvd and Greenhill Dr,3903,Sydney CBD_Wynyard Station_George St,57,43
bus,20200825,Gordon Station_East,1703,,,80
bus,20200825,Gordon Station_East,1703,St Ives,1734,74
bus,20200825,Gordon Station_East,1703,St Ives High School,1735,103
bus,20200825,Gordon Station_West,1704,,,96
bus,20200825,Gordon Station_West,1704,Austlink Corporate Park_Belrose,2129,64
bus,20200825,Gordon Station_West,1704,De Burghs Bridge Macquarie Park,1726,68
bus,20200825,Gordon Station_West,1704,Pymble Golf Clubhouse,1731,38
bus,20200825,Gordon Station_West,1704,St Ives Chase Colonial,1729,40
bus,20200825,Gordon Station_West,1704,St. Ives Shopping Plaza,1730,58
bus,20200825,Gordon Station_West,1704,St Ives Village,1732,229
bus,20200825,Gordon Station_West,1704,West Pymble Shopping Centre,1725,51
bus,20200825,Gosford Golf Course,5331,,,73
bus,20200825,Gosford Station_East,5334,,,113
bus,20200825,Gosford Station_East,5334,East Gosford,5338,46
bus,20200825,Gosford Station_East,5334,Erina Fair,5323,277
bus,20200825,Gosford Station_East,5334,Gosford Golf Course,5331,40
